points,pass_atts,pass_cmps,pass_yds,pass_tds,pass_ints,pass_2pts,rush_atts,rush_yds,rush_tds,rush_2pts,recs,rec_yds,rec_tds,rec_2pts,fumbles_lost,is_QB,is_RB,is_WR,is_TE,prev_points
175.00,0,0,0,0,0,0,0,0,0,0,70,"1,002",2,0,1,0,0,1,0,103.00
200.00,0,0,0,0,0,0,4,7,0,0,56,"1,169",6,0,0,0,0,1,0,103.00
200.00,0,0,0,0,0,0,4,7,0,0,56,"1,169",6,0,0,0,0,1,0,103.00
107.00,0,0,0,0,0,0,0,0,0,0,48,580,1,1,0,0,0,1,0,101.00
96.00,0,0,0,0,0,0,0,0,0,0,38,446,3,0,0,0,0,1,0,101.00
168.00,0,0,0,0,0,0,0,0,0,0,52,856,6,0,0,0,0,1,0,97.00
65.00,0,0,0,0,0,0,8,95,0,0,21,296,2,0,1,0,0,1,0,96.00
65.00,0,0,0,0,0,0,8,95,0,0,21,296,2,0,1,0,0,1,0,96.00
65.00,0,0,0,0,0,0,8,95,0,0,21,296,2,0,1,0,0,1,0,96.00
208.00,0,0,0,0,0,0,0,0,0,0,80,921,7,0,1,0,0,1,0,94.00
205.00,1,0,0,0,0,0,4,16,0,0,67,862,10,0,1,0,0,1,0,93.00
162.00,0,0,0,0,0,0,4,54,0,0,57,715,6,0,1,0,0,1,0,90.00
162.00,0,0,0,0,0,0,4,54,0,0,57,715,6,0,1,0,0,1,0,90.00
100.00,0,0,0,0,0,0,0,0,0,0,41,426,4,0,2,0,0,1,0,89.00
100.00,0,0,0,0,0,0,0,0,0,0,41,426,4,0,2,0,0,1,0,89.00
309.00,0,0,0,0,0,0,0,0,0,0,88,"1,320",16,0,0,0,0,1,0,85.00
167.00,0,0,0,0,0,0,1,-2,0,0,63,931,3,0,0,0,0,1,0,84.00
167.00,0,0,0,0,0,0,1,-2,0,0,63,931,3,0,0,0,0,1,0,84.00
205.00,0,0,0,0,0,0,2,13,0,0,74,953,7,0,1,0,0,1,0,82.00
205.00,0,0,0,0,0,0,2,13,0,0,74,953,7,0,1,0,0,1,0,82.00
171.00,3,3,79,1,0,0,7,51,0,0,56,790,5,1,0,0,0,1,0,80.00
115.00,0,0,0,0,0,0,0,0,0,0,51,556,2,1,0,0,0,1,0,80.00
115.00,0,0,0,0,0,0,0,0,0,0,51,556,2,1,0,0,0,1,0,80.00
