,Name,Overall Rank,Position,Team,Points,Games Played,Average Points
485,Tanner McEvoy,486,WR,FA,12.3,9,1.4
486,Aaron Ripkowski,487,RB,FA,12.2,11,1.1
487,Lance Dunbar,488,RB,FA,12.2,2,6.1
488,Brittan Golden,489,WR,FA,12.0,9,1.3
489,Zach Line,490,RB,FA,11.6,8,1.5
490,Bryce Treggs,491,WR,FA,11.5,6,1.9
491,Ben Koyack,492,TE,FA,10.8,6,1.8
492,Trey Edmunds,492,RB,PIT,10.8,7,1.5
493,Alan Cross,494,TE,FA,10.8,5,2.2
494,Nathan Peterman,495,QB,LV,10.4,4,2.6
495,Patrick Mahomes II,495,QB,KC,10.4,1,10.4
496,Sam Ficken,497,K,NYJ,10.0,2,5.0
497,Ryan Mallett,498,QB,FA,9.9,2,5.0
498,James Develin,499,RB,FA,9.8,8,1.2
499,Geno Smith,500,QB,SEA,9.7,2,4.9
500,,501,,,9.6,3,3.2
501,Patrick DiMarco,502,RB,FA,9.6,9,1.1
502,Akeem Hunt,503,RB,FA,9.4,14,0.7
503,Chad Williams,504,WR,KC,9.4,5,1.9
504,Jeremy Sprinkle,505,TE,WAS,9.3,3,3.1
505,Brian Hill,505,RB,ATL,9.3,4,2.3
506,Jacob Hollister,507,TE,SEA,8.7,13,0.7
507,Zach Zenner,508,RB,FA,8.6,7,1.2
508,Landry Jones,508,QB,FA,8.6,3,2.9
509,Michael Roberts,508,TE,FA,8.6,6,1.4
510,Sean McGrath,508,TE,FA,8.6,4,2.2
511,Ryan Switzer,508,WR,CLE,8.6,16,0.5
512,Tyler Eifert,508,TE,JAC,8.6,2,4.3
513,,514,,,8.5,5,1.7
514,Brandon Bolden,515,RB,NE,8.4,8,1.1
515,Matthew Dayes,516,RB,FA,8.1,13,0.6
516,,517,,,8.1,2,4.1
517,Derek Watt,518,RB,PIT,7.9,11,0.7
518,Will Tye,519,TE,FA,7.8,2,3.9
519,Dwayne Washington,520,RB,NO,7.8,5,1.6
520,Keith Smith,521,RB,ATL,7.6,9,0.8
521,Markus Wheaton,521,WR,FA,7.6,7,1.1
522,Nate Sudfeld,521,QB,PHI,7.6,1,7.6
523,Marcus Johnson,524,WR,TEN,7.5,6,1.3
524,Jared Abbrederis,525,WR,FA,7.4,4,1.9
525,,526,,,7.3,3,2.4
526,Noah Brown,527,WR,DAL,7.3,7,1.0
527,Jay Prosch,528,RB,FA,7.1,6,1.2
528,Bobby Rainey,529,RB,FA,7.0,4,1.8
529,Blake Bell,530,TE,DAL,6.9,3,2.3
530,Quan Bray,530,WR,FA,6.9,9,0.8
531,Marcus Murphy,532,RB,FA,6.8,1,6.8
532,Randall Telfer,533,TE,FA,6.6,3,2.2
533,Tanner Gentry,534,WR,BUF,6.5,4,1.6
534,Jalston Fowler,535,RB,FA,6.4,3,2.1
535,Vince Mayle,536,WR,FA,6.2,11,0.6
536,Nick Williams,537,WR,FA,6.0,1,6.0
537,Bernard Reedy,538,WR,FA,5.8,11,0.5
538,,539,,,5.7,1,5.7
539,Darrell Daniels,540,TE,ARI,5.6,7,0.8
540,Ifeanyi Momah,540,TE,FA,5.6,4,1.4
541,Chris Matthews,542,WR,FA,5.5,4,1.4
542,Fitzgerald Toussaint,543,RB,FA,5.4,3,1.8
543,JoJo Natson,544,WR,CLE,5.3,7,0.8
544,Sean Mannion,545,QB,MIN,5.3,5,1.1
545,,546,,,5.1,1,5.1
546,Josh Ferguson,546,RB,FA,5.1,4,1.3
547,Mack Brown,548,RB,FA,5.0,3,1.7
548,Dan Vitale,549,RB,NE,4.9,9,0.5
549,Joe Webb III,550,QB,NYG,4.8,8,0.6
550,,551,,,4.8,13,0.4
551,Antony Auclair,552,TE,TB,4.5,3,1.5
552,Geoff Swaim,552,TE,TEN,4.5,2,2.3
553,Senorise Perry,554,RB,TEN,4.3,8,0.5
554,Ryan Hewitt,555,RB,FA,4.2,5,0.8
555,Jehu Chesson,556,WR,FA,3.8,5,0.8
556,Chris Manhertz,557,TE,CAR,3.7,3,1.2
557,Michael Burton,557,RB,NO,3.7,8,0.5
558,,559,,,3.6,1,3.6
559,Cole Hikutini,560,TE,DAL,3.5,2,1.8
560,MarQueis Gray,561,TE,FA,3.4,7,0.5
561,DeAndrew White,562,WR,BAL,3.4,2,1.7
562,Isaiah McKenzie,563,WR,BUF,3.3,11,0.3
563,,563,,,3.3,1,3.3
564,Jeff Janis,565,WR,FA,3.2,7,0.5
565,Shelton Gibson,566,WR,CAR,3.1,2,1.6
566,Cody Kessler,567,QB,FA,2.9,3,1.0
567,Allen Robinson II,568,WR,CHI,2.7,1,2.7
568,AJ McCarron,568,QB,HOU,2.7,2,1.4
569,Kevin White,570,WR,SF,2.6,1,2.6
570,Andre Williams,571,RB,FA,2.5,2,1.3
571,Matt Cassel,572,QB,FA,2.4,2,1.2
572,Jeff Cumberland,573,TE,FA,2.2,3,0.7
573,Arrelious Benn,573,WR,FA,2.2,4,0.6
574,Taiwan Jones,575,RB,BUF,2.1,5,0.4
575,,575,,,2.1,7,0.3
576,Harry Douglas,577,WR,FA,1.8,1,1.8
577,Cobi Hamilton,577,WR,FA,1.8,2,0.9
578,Eric Weems,579,WR,FA,1.5,11,0.1
579,,579,,,1.5,2,0.8
580,Matt Jones,581,RB,FA,1.4,2,0.7
581,,582,,,1.4,2,0.7
582,,582,,,1.4,2,0.7
583,Garrett Griffin,582,TE,NO,1.4,2,0.7
584,Cooper Rush,582,QB,DAL,1.4,2,0.7
585,,586,,,1.3,1,1.3
586,Joe Kerridge,586,RB,FA,1.3,1,1.3
587,Charone Peake,586,WR,FA,1.3,1,1.3
588,Scott Tolzien,586,QB,FA,1.3,1,1.3
589,Devante Mays,590,RB,FA,1.1,2,0.6
590,,590,,,1.1,2,0.6
591,,592,,,1.0,1,1.0
592,Raheem Mostert,592,RB,SF,1.0,9,0.1
593,Terrell Watson,594,RB,FA,0.8,7,0.1
594,Taylor Heinicke,595,QB,WAS,0.6,1,0.6
595,Derek Anderson,596,QB,FA,0.5,3,0.2
596,,597,,,0.4,1,0.4
597,Andre Roberts,598,WR,BUF,0.2,16,0.0
598,John Kuhn,599,RB,FA,0.2,1,0.2
599,Kalif Raymond,600,WR,TEN,0.1,8,0.0
600,,601,,,0.1,1,0.1
601,Marquez Williams,602,RB,FA,0.0,1,0.0
602,Cethan Carter,602,TE,CIN,0.0,6,0.0
603,,602,,,0.0,4,0.0
604,Stacy Coley,602,WR,FA,0.0,2,0.0
605,,602,,,0.0,1,0.0
606,John Phillips,602,TE,FA,0.0,1,0.0
607,Eric Saubert,602,TE,JAC,0.0,1,0.0
608,Dwayne Harris,602,WR,CHI,0.0,5,0.0
609,,602,,,0.0,2,0.0
610,,602,,,0.0,1,0.0
611,,602,,,0.0,1,0.0
612,Matt LaCosse,602,TE,NE,0.0,1,0.0
613,,602,,,0.0,1,0.0
614,C.J. Spiller,602,RB,FA,0.0,1,0.0
615,Jeremy McNichols,602,RB,TEN,0.0,1,0.0
616,,602,,,0.0,1,0.0
617,Alex Armah,602,RB,CAR,0.0,1,0.0
618,,602,,,0.0,2,0.0
619,Matthew Slater,602,WR,NE,0.0,6,0.0
620,,602,,,0.0,5,0.0
621,Brandon Wilson,602,S,CIN,0.0,3,0.0
622,Jace Billingsley,602,WR,FA,0.0,1,0.0
623,Ben Braunecker,602,TE,FA,0.0,4,0.0
624,,602,,,0.0,4,0.0
625,Kyle Nelson,602,TE,FA,0.0,1,0.0
626,Victor Bolden Jr.,602,WR,DET,0.0,8,0.0
627,Krishawn Hogan,602,WR,ARI,0.0,2,0.0
628,Daniel Lasco,602,RB,FA,0.0,1,0.0
629,Jordan Todman,602,RB,FA,0.0,8,0.0
630,Clark Harris,602,TE,CIN,0.0,2,0.0
631,,602,,,0.0,2,0.0
632,Isaac Whitney,602,WR,ARI,0.0,1,0.0
633,Taysom Hill,602,QB,NO,0.0,3,0.0
634,Justin Hardee,602,WR,NO,0.0,7,0.0
635,Logan Paulsen,602,TE,FA,0.0,2,0.0
636,,602,,,0.0,1,0.0
637,,602,,,0.0,1,0.0
638,Austin Davis,639,QB,FA,-0.1,1,-0.1
639,Chase Daniel,640,QB,DET,-0.2,1,-0.2
640,Darren McFadden,640,RB,FA,-0.2,1,-0.2
641,,640,,,-0.2,2,-0.1
642,Chad Henne,643,QB,KC,-0.5,2,-0.3
643,John Ross,644,WR,CIN,-0.8,3,-0.3
644,Jake Rudock,645,QB,MIA,-1.0,2,-0.5
645,Kellen Clemens,646,QB,FA,-1.1,3,-0.4
646,Tyler Bray,647,QB,CHI,-2.0,1,-2.0
647,Teddy Bridgewater,648,QB,CAR,-2.3,1,-2.3
